"datestamp","site","interviews","anglers","chinook","coho","pink","chum","lingcod","halibut","sampleday","allsalmon","cuinterviews","cuanglers","cuchinook","cucoho","cupink","cuchum","culingcod","cuhalibut","cusampleday","cuallsalmon"
2017-08-01,"Harstene Island",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2017-08-02,"Harstene Island",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2017-08-03,"Harstene Island",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2017-08-04,"Harstene Island",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2017-08-05,"Harstene Island",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2017-08-06,"Harstene Island",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2017-08-07,"Harstene Island",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2017-08-08,"Harstene Island",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2017-08-09,"Harstene Island",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2017-08-10,"Harstene Island",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2017-08-11,"Harstene Island",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2017-08-12,"Harstene Island",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2017-08-13,"Harstene Island",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2017-08-14,"Harstene Island",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2017-08-15,"Harstene Island",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2017-08-16,"Harstene Island",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2017-08-17,"Harstene Island",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2017-08-18,"Harstene Island",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2017-08-19,"Harstene Island",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2017-08-20,"Harstene Island",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2017-08-21,"Harstene Island",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2017-08-22,"Harstene Island",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2017-08-23,"Harstene Island",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2017-08-24,"Harstene Island",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2017-08-25,"Harstene Island",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2017-08-26,"Harstene Island",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2017-08-27,"Harstene Island",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2017-08-28,"Harstene Island",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2017-08-29,"Harstene Island",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2017-08-30,"Harstene Island",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2017-08-31,"Harstene Island",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2017-09-01,"Harstene Island",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2017-09-02,"Harstene Island",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2017-09-03,"Harstene Island",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2017-09-04,"Harstene Island",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2017-09-05,"Harstene Island",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2017-09-06,"Harstene Island",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2017-09-07,"Harstene Island",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2017-09-08,"Harstene Island",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2017-09-09,"Harstene Island",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2017-09-10,"Harstene Island",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2017-09-11,"Harstene Island",1,2,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,2,0
2017-09-12,"Harstene Island",0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,0
2017-09-13,"Harstene Island",0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,0
2017-09-14,"Harstene Island",0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,0
2017-09-15,"Harstene Island",1,2,0,1,0,0,0,0,1,1,3,5,0,1,0,0,0,0,3,1
2017-09-16,"Harstene Island",0,0,0,0,0,0,0,0,0,0,3,5,0,1,0,0,0,0,3,1
2017-09-17,"Harstene Island",0,0,0,0,0,0,0,0,0,0,3,5,0,1,0,0,0,0,3,1
2017-09-18,"Harstene Island",0,0,0,0,0,0,0,0,0,0,3,5,0,1,0,0,0,0,3,1
2017-09-19,"Harstene Island",0,0,0,0,0,0,0,0,0,0,3,5,0,1,0,0,0,0,3,1
2017-09-20,"Harstene Island",0,0,0,0,0,0,0,0,0,0,3,5,0,1,0,0,0,0,3,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-07-25,"Home ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-26,"Home ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-27,"Home ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-28,"Home ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-29,"Home ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-30,"Home ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-31,"Home ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-01,"Home ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-02,"Home ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-03,"Home ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-04,"Home ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-05,"Home ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-06,"Home ",5,9,0,0,0,0,0,0,1,0,5,9,0,0,0,0,0,0,1,0
2017-08-07,"Home ",0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,1,0
2017-08-08,"Home ",0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,1,0
2017-08-09,"Home ",0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,1,0
2017-08-10,"Home ",0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,1,0
2017-08-11,"Home ",0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,1,0
2017-08-12,"Home ",0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,1,0
2017-08-13,"Home ",0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,1,0
2017-08-14,"Home ",0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,1,0
2017-08-15,"Home ",0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,1,0
2017-08-16,"Home ",0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,1,0
2017-08-17,"Home ",0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,1,0
2017-08-18,"Home ",0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,1,0
2017-08-19,"Home ",0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,1,0
2017-08-20,"Home ",0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,1,0
2017-08-21,"Home ",0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,1,0
2017-08-22,"Home ",0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,1,0
2017-08-23,"Home ",0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,1,0
2017-08-24,"Home ",0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,1,0
2017-08-25,"Home ",0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,1,0
2017-08-26,"Home ",0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,1,0
2017-08-27,"Home ",2,3,0,0,0,0,0,0,1,0,7,12,0,0,0,0,0,0,2,0
2017-08-28,"Home ",0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,2,0
2017-08-29,"Home ",0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,2,0
2017-08-30,"Home ",0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,2,0
2017-08-31,"Home ",0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,2,0
2017-09-01,"Home ",0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,2,0
2017-09-02,"Home ",0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,2,0
2017-09-03,"Home ",0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,2,0
2017-09-04,"Home ",0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,2,0
2017-09-05,"Home ",0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,2,0
2017-09-06,"Home ",0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,2,0
2017-09-07,"Home ",0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,2,0
2017-09-08,"Home ",0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,2,0
2017-09-09,"Home ",0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,2,0
2017-09-10,"Home ",0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,2,0
2017-09-11,"Home ",0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,2,0
2017-09-12,"Home ",0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,2,0
2017-09-13,"Home ",0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,2,0
2017-09-14,"Home ",0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,2,0
2017-09-15,"Home ",0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,2,0
2017-09-16,"Home ",0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,2,0
2017-09-17,"Home ",0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,2,0
2017-09-18,"Home ",0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,2,0
2017-09-19,"Home ",0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,2,0
2017-09-20,"Home ",0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,2,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-07-25,"Hood Canal Bridge ",3,5,0,0,0,0,0,0,1,0,3,5,0,0,0,0,0,0,1,0
2017-07-26,"Hood Canal Bridge ",0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,1,0
2017-07-27,"Hood Canal Bridge ",0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,1,0
2017-07-28,"Hood Canal Bridge ",0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,1,0
2017-07-29,"Hood Canal Bridge ",0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,1,0
2017-07-30,"Hood Canal Bridge ",0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,1,0
